#
# Header Description:
#
# GEA Version: 2.0.0
#
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
#
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,24,0.0,16431,146070926751819,24,35.16624450683594,673.1657343680281,0.5443075480042432,16,18386.331496832205,340282346638528860000000000000000000000,1575420030,,,,0,,1,,31.256242752075195,0.23283063588747532,1.0,0.23283063588747532,1.0,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,25,0.0,16431,146070930684901,15,40.81180953979492,-263.42836770959514,0.15,21,-7203.917711207403,0.09644483801730698,1575420030,,,,0,,1,,36.90180969238281,-1.6007106776444318,1.0,-1.6007106776444318,1.0,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,32,0.0,16431,146070924611958,16,40.46672439575195,-5.178768559265357,0.15,16,-170.33561586206562,340282346638528860000000000000000000000,1575420030,,,,0,,1,,36.556724548339844,-0.05820765897186883,1.0,-0.05820765897186883,1.0,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,6,0.0,81921,146070923055177,31,27.36859893798828,-18.10753838663844,0.8875485727132739,25,-596.4549443856433,0.007571508176624775,1176450050,,,,0,,1,,23.608598709106445,2.2409949884661438,7.671281903963041,2.2409949884661438,1.0,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,11,0.0,81921,146070920790549,16,30.684206008911133,-359.6961918170666,0.7416395793201858,25,-10982.172127366914,0.005168946925550699,1176450050,,,,0,,1,,26.924205780029297,0.0,7.671281903963041,0.0,1.0,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,24,0.0,81921,146070926751765,13,32.35438919067383,672.9401085058471,0.6640081308407586,25,20465.933359575207,0.0042647430673241615,1176450050,,,,0,,1,,28.594388961791992,2.6484485142856093,7.671281903963041,2.6484485142856093,1.0,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,25,0.0,81921,146070930684842,9,38.416236877441406,-263.48073540404243,0.15,25,-8029.0185920777785,0.0022510059643536806,1176450050,,,,0,,1,,34.6562385559082,0.1455191536427875,7.671281903963041,0.1455191536427875,1.0,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,32,0.0,81921,146070924611919,10,34.88877868652344,-5.35631632367549,0.5496544996404507,16,-191.8198539277015,340282346638528860000000000000000000000,1176450050,,,,0,,1,,31.1287784576416,9.196810540047126,7.671281903963041,9.196810540047126,1.0,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,12,0.0,32995,70452933325043,35,39.336124420166016,-194.41976049398045,0.15,16,-5272.819094774459,340282346638528860000000000000000000000,1601437440,,,,0,,3,,35.426124572753906,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,11,0.0,32995,70452931587119,33,43.271907806396484,475.1010596436722,0.15,17,12893.074060444778,0.09452980442114561,1602000000,,,,0,,3,,39.361907958984375,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,21,0.0,32995,70452932181476,33,41.19906997680664,-44.16483957937186,0.15,25,-1254.0306582824987,0.0012190918205305934,1604249980,,,,0,,3,,37.28907012939453,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,19,0.0,81955,146056913875080,14,33.48362350463867,589.4593574778319,0.6212543518248088,16,2431.029393194637,340282346638528860000000000000000000000,1561097980,,,,0,,5,,29.573623657226562,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,22,0.0,81967,146056914675620,13,34.23409652709961,156.99129288449967,0.5876505141738715,16,3156.619510411509,340282346638528860000000000000000000000,1561097980,,,,0,,5,,30.324094772338867,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,27,0.0,81955,146056922522781,14,32.88175582885742,-375.91238605342414,0.7079580576326037,16,777144.5515203887,340282346638528860000000000000000000000,1561097980,,,,1,,5,,28.97175407409668,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,28,0.0,81967,146056923707421,7,41.61840057373047,149.59432622166935,0.15,17,265809.7808691061,0.09721348891538535,1561097980,,,,0,,5,,37.70840072631836,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,36,0.0,81967,146056916955989,8,39.33088684082031,-411.3234108139502,0.15,25,776301.4070884759,0.0015534149715676904,1561097980,,,,0,,5,,35.4208869934082,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,37,0.0,81967,146056922449225,8,39.780059814453125,490.5236438798961,0.15,17,274241.7144385612,0.09749486835711603,1561097980,,,,0,,5,,35.870059967041016,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,46,0.0,81955,146056927175566,7,41.497806549072266,-59.254071828960264,0.15,16,784966.5519479093,340282346638528860000000000000000000000,1561097980,,,,0,,5,,37.587806701660156,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,19,0.0,16384,146056913875147,1000000000,27.91478157043457,589.6363135920983,299792458,16,25826.258931722907,340282346638528860000000000000000000000,1176450050,,,,0,,5,,24.154781341552734,28.226578344322526,8.171281927711767,28.226578344322526,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,22,0.0,81959,146056914675592,7,37.9804801940918,156.89725938695324,0.15,25,3827.8359890026827,0.002366816159337759,1176450050,,,,0,,5,,34.220481872558594,35.12051118152577,8.171281927711767,35.12051118152577,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,27,0.0,81959,146056922522852,20,29.569377899169922,-375.67111634369917,1.0873180987762785,16,-11102.31655623256,340282346638528860000000000000000000000,1176450050,,,,0,,5,,25.809377670288086,27.67254668456183,8.171281927711767,27.67254668456183,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,28,0.0,81959,146056923707376,16,30.558900833129883,149.29080490510546,0.7477990513945132,25,4212.417360956719,0.005244054831564426,1176450050,,,,0,,5,,26.798900604248047,27.78896118237433,8.171281927711767,27.78896118237433,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,36,0.0,81959,146056916955925,7,40.69065856933594,-411.18091206322833,0.15,25,-12106.717614170628,0.0017324293730780482,1176450050,,,,0,,5,,36.930660247802734,-0.045144423887897744,8.171281927711767,-0.045144423887897744,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,37,0.0,81959,146056922449174,16,30.805328369140625,490.41359162778394,0.7364911313663045,25,14421.086329854994,0.0050973668694496155,1176450050,,,,0,,5,,27.04532814025879,9.277065645104923,8.171281927711767,9.277065645104923,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,46,0.0,81959,146056927175646,6,41.33287811279297,-59.539452758039886,0.15,25,-1710.2091628450237,0.0016089575365185738,1176450050,,,,0,,5,,37.572879791259766,52.81723841416391,8.171281927711767,52.81723841416391,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,3,0.0,85026,146070912791164,13,42.36678695678711,-111.04269681932175,0.15,25,-2536.449422321039,0.0010852412087842822,1575420030,,,,0,,6,,38.456787109375,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,5,0.0,85026,146070921558264,30,32.54500961303711,405.4428237655045,0.6619667115161785,16,10444.028597542672,340282346638528860000000000000000000000,1575420030,,,,0,,6,,28.635009765625,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,9,0.0,85026,146070909055426,28,33.47465515136719,720.149491323331,0.6200713178065991,16,13169.218715460373,340282346638528860000000000000000000000,1575420030,,,,0,,6,,29.564653396606445,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,12,0.0,16384,146070909358443,1000000000,22.41345977783203,-444.08002569556675,299792458,16,-737.5632284732043,340282346638528860000000000000000000000,1575420030,,,,0,,6,,18.503459930419922,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,24,0.0,85026,146070921631632,16,40.2612419128418,51.91897760564004,0.15,25,981.01324987306,0.0013829409144818783,1575420030,,,,0,,6,,36.35124206542969,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,25,0.0,85026,146070912360722,23,35.68562698364258,-309.8381590558256,0.5205212551489184,25,-2524.2270774698213,0.002208045916631818,1575420030,,,,0,,6,,31.77562713623047,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,26,0.0,85026,146070907541193,22,36.34135055541992,396.7241905624044,0.15,25,5083.684558827174,0.0021716919727623463,1575420030,,,,0,,6,,32.43135070800781,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,31,0.0,85026,146070916890669,12,44.14976501464844,458.80783905557314,0.15,25,12455.287100307558,0.0008838479407131672,1575420030,,,,0,,6,,40.23976516723633,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,33,0.0,85026,146070912948709,19,38.41677474975586,-49.41755109314022,0.15,25,-1150.6220752123943,0.0017101217526942492,1575420030,,,,0,,6,,34.50677490234375,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,3,0.0,84003,146070912791092,10,34.6169548034668,-110.99769093548338,0.5633493898366182,29,-3048.889729959914,0.0032867337577044964,1176450050,,,,0,,6,,30.85695457458496,-7.339869625866411,8.171281927711767,-7.339869625866411,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,5,0.0,84003,146070921558190,9,33.26148986816406,406.22641352342043,0.6258801133556098,16,11134.72077770674,340282346638528860000000000000000000000,1176450050,,,,0,,6,,29.501489639282227,-8.07868782430887,8.171281927711767,-8.07868782430887,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,9,0.0,84003,146070909055355,6,33.98517990112305,719.901575534584,0.5910876500334394,25,17830.139425062836,0.0035347063094377518,1176450050,,,,0,,6,,30.22517967224121,-6.785755977034567,8.171281927711767,-6.785755977034567,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,24,0.0,84003,146070921631567,7,39.3410758972168,51.83658752730321,0.15,25,1071.5669374644176,0.0020236466079950333,1176450050,,,,0,,6,,35.581077575683594,-2.906960435211658,8.171281927711767,-2.906960435211658,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,25,0.0,84003,146070912360661,7,41.895416259765625,-309.6472291343848,0.15,25,-8808.256085333818,0.001508056651800871,1176450050,,,,0,,6,,38.13541793823242,-8.07868782430887,8.171281927711767,-8.07868782430887,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,26,0.0,84003,146070907541129,43,26.43690299987793,396.4716736420269,1.147116035014741,16,6904.2509784875565,340282346638528860000000000000000000000,1176450050,,,,0,,6,,22.676902770996094,-1.0599149391055107,8.171281927711767,-1.0599149391055107,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,31,0.0,84003,146070916890604,20,29.440420150756836,458.51203741541167,0.8859432357572112,16,13967.984190099147,340282346638528860000000000000000000000,1176450050,,,,0,,6,,25.680419921875,-9.741028770804402,8.171281927711767,-9.741028770804402,1.5000000237487257,Q,665837412388000
Raw,1701102852999,27565000000,,,-1385138043434895749,0.0,6.016507812659308,,,194,33,0.0,84003,146070912948640,8,32.9333381652832,-49.55907423354412,0.864758126634475,16,-1375.5730657350034,340282346638528860000000000000000000000,1176450050,,,,0,,6,,29.173337936401367,-1.6140285879373555,8.171281927711767,-1.6140285879373555,1.5000000237487257,Q,665837412388000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,6,0.0,16431,146071923055302,16,40.10538101196289,-18.360856244744227,0.15,25,-550.0107528118411,0.0014079805696383119,1575420030,,,,0,,1,,36.19538116455078,0.43655744850213174,1.0,0.43655744850213174,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,11,0.0,16431,146071920791823,16,40.642032623291016,-360.1119637041884,0.15,25,-10124.969137731843,0.0013236224185675383,1575420030,,,,0,,1,,36.732032775878906,-0.20372681261465636,1.0,-0.20372681261465636,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,12,0.0,16431,146071932607476,12,43.48360061645508,186.04674044124988,0.15,16,5240.822394067187,340282346638528860000000000000000000000,1575420030,,,,0,,1,,39.57360076904297,-0.5238689680255122,1.0,-0.5238689680255122,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,19,0.0,16431,146071920721638,12,46.005985260009766,739.4856958771561,0.15,25,12770.597441747024,0.0007523937965743244,1575420030,,,,0,,1,,42.095985412597656,0.0,1.0,0.0,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,24,0.0,16431,146071926749581,23,36.06755828857422,673.11474701307,0.15,17,19059.41570939244,0.09725989463095343,1575420030,,,,0,,1,,32.15755844116211,0.23283063588747532,1.0,0.23283063588747532,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,25,0.0,16431,146071930685785,15,40.721336364746094,-263.63306694347114,0.15,17,-7467.433900294438,0.09645842869122302,1575420030,,,,0,,1,,36.811336517333984,-1.6007106776444318,1.0,-1.6007106776444318,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,32,0.0,16431,146071924611994,14,42.137447357177734,-5.506902734822546,0.15,17,-175.89940683267125,0.09626111368470615,1575420030,,,,0,,1,,38.227447509765625,-0.05820765897186883,1.0,-0.05820765897186883,1.0,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,6,0.0,81921,146071923055231,20,29.037769317626953,-18.5315177553216,0.8124878201439989,25,-614.6872239441976,0.00624775281175971,1176450050,,,,0,,1,,25.277769088745117,2.2409949884661438,7.671281903963041,2.2409949884661438,1.0,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,11,0.0,81921,146071920791749,9,32.13772964477539,-359.6434321743693,0.6762764172757145,25,-11341.785328991498,0.004372459836304188,1176450050,,,,0,,1,,28.377731323242188,0.0,7.671281903963041,0.0,1.0,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,24,0.0,81921,146071926749519,9,33.55661392211914,672.9645797096305,0.6099449673160464,25,21139.049054822724,0.0037134841550141573,1176450050,,,,0,,1,,29.796613693237305,2.6484485142856093,7.671281903963041,2.6484485142856093,1.0,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,25,0.0,81921,146071930685721,9,39.7866096496582,-263.5393061055769,0.15,16,-8292.515939385885,340282346638528860000000000000000000000,1176450050,,,,0,,1,,36.026611328125,0.1455191536427875,7.671281903963041,0.1455191536427875,1.0,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,32,0.0,81921,146071924611939,8,33.987083435058594,-5.516600258780052,0.5902027043752085,16,-200.00262206458942,340282346638528860000000000000000000000,1176450050,,,,0,,1,,30.22708511352539,9.196810540047126,7.671281903963041,9.196810540047126,1.0,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,12,0.0,32995,70453933325645,33,40.23845672607422,-194.69502745408693,0.15,17,-5467.360776223427,0.0949650951407978,1601437440,,,,0,,3,,36.32845687866211,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,11,0.0,32995,70453931585525,33,42.527645111083984,475.04789101149663,0.15,17,13368.187213669135,0.09461583557680636,1602000000,,,,0,,3,,38.617645263671875,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,21,0.0,32995,70453932181612,33,43.617958068847656,-44.122666799731945,0.15,25,-1298.2021543160365,0.0009227670379914343,1604249980,,,,0,,3,,39.70795822143555,54.016709327697754,2.0000000474974513,54.016709327697754,2.0000000474974513,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,19,0.0,81955,146057913873109,13,34.48131561279297,589.4269109792222,0.5763888584177006,16,3020.5850933075053,340282346638528860000000000000000000000,1561097980,,,,0,,5,,30.57131576538086,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,22,0.0,81967,146057914675094,13,33.95947265625,156.9848342589886,0.599999813010367,16,3312.468436340301,340282346638528860000000000000000000000,1561097980,,,,0,,5,,30.04947280883789,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,27,0.0,81955,146057922524025,13,34.22165298461914,-375.86818110731406,0.6867272167762128,16,776768.1920001779,340282346638528860000000000000000000000,1561097980,,,,0,,5,,30.31165313720703,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,28,0.0,81967,146057923706924,7,42.07461166381836,149.4843591756985,0.15,17,265959.2342124026,0.09715240789149855,1561097980,,,,0,,5,,38.16461181640625,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,36,0.0,81967,146057916957373,8,40.56804656982422,-411.3900079339958,0.15,25,775890.0634368648,0.001347192213870585,1561097980,,,,0,,5,,36.65804672241211,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,37,0.0,81967,146057922447591,7,40.67872619628906,490.45036659837206,0.15,17,274732.1676604928,0.09734987749756281,1561097980,,,,0,,5,,36.76872634887695,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,46,0.0,81955,146057927175762,8,40.130706787109375,-59.80907481128477,0.15,16,784906.9769005387,340282346638528860000000000000000000000,1561097980,,,,0,,5,,36.220706939697266,15.425030142068863,4.8356409757302465,15.425030142068863,1.5000000237487257,I,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,19,0.0,81959,146057913873171,9,38.20657730102539,589.5279313803558,0.15,25,26415.86436930416,0.0023060019593685865,1176450050,,,,0,,5,,34.44657897949219,28.226578344322526,8.171281927711767,28.226578344322526,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,22,0.0,81959,146057914675069,7,38.40102767944336,156.77517602768853,0.15,25,3984.69219338741,0.002254950813949108,1176450050,,,,0,,5,,34.641029357910156,35.12051118152577,8.171281927711767,35.12051118152577,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,27,0.0,81959,146057922524105,31,27.67369270324707,-375.410146974104,1.0410536936038834,16,-11477.812011584254,340282346638528860000000000000000000000,1176450050,,,,0,,5,,23.913692474365234,27.67254668456183,8.171281927711767,27.67254668456183,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,28,0.0,81959,146057923706878,14,30.278560638427734,149.25186569852815,0.7604055662700793,25,4361.879235650006,0.005416070576757193,1176450050,,,,0,,5,,26.5185604095459,27.78896118237433,8.171281927711767,27.78896118237433,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,36,0.0,81959,146057916957300,6,41.076690673828125,-411.27896729064446,0.15,25,-12518.0732846743,0.0016571200685575604,1176450050,,,,0,,5,,37.31669235229492,-0.045144423887897744,8.171281927711767,-0.045144423887897744,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,37,0.0,81959,146057922447537,10,32.41352844238281,490.43707444032816,0.6641719529608809,25,14911.518745472848,0.004235804080963135,1176450050,,,,0,,5,,28.653528213500977,9.277065645104923,8.171281927711767,9.277065645104923,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,46,0.0,81959,146057927175845,7,39.51864242553711,-59.59215701674535,0.15,25,-1769.7703088311964,0.0019826972857117653,1176450050,,,,0,,5,,35.758644104003906,52.81723841416391,8.171281927711767,52.81723841416391,1.5000000237487257,Q,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,3,0.0,85026,146071912791530,18,38.72230911254883,-111.04039625350646,0.15,25,-2647.5351220257803,0.001651011873036623,1575420030,,,,0,,6,,34.81230926513672,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,5,0.0,85026,146071921556885,30,32.481014251708984,405.8023595993636,0.6648444158042275,16,10850.263827083203,340282346638528860000000000000000000000,1575420030,,,,0,,6,,28.571012496948242,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,9,0.0,85026,146071909053018,33,31.640913009643555,719.9589703913684,0.7355035389347178,16,13889.42834790225,340282346638528860000000000000000000000,1575420030,,,,0,,6,,27.730913162231445,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,12,0.0,16384,146071909359925,1000000000,27.679868698120117,-444.2656728362465,299792458,16,-737.5753153523586,340282346638528860000000000000000000000,1575420030,,,,0,,6,,23.769868850708008,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,24,0.0,85026,146071921631456,15,40.83549880981445,51.861105594464306,0.15,25,1032.8257314079442,0.0012944662012159824,1575420030,,,,0,,6,,36.925498962402344,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,25,0.0,85026,146071912361754,30,32.60218811035156,-310.31354115940576,0.659180270993545,16,-2832.625162867009,340282346638528860000000000000000000000,1575420030,,,,0,,6,,28.692188262939453,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,26,0.0,85026,146071907539876,31,32.40956497192383,396.7972974316458,0.6684140205866087,16,5480.271061689287,340282346638528860000000000000000000000,1575420030,,,,1,,6,,28.49956512451172,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,31,0.0,85026,146071916889137,12,43.727447509765625,458.6753946295255,0.15,25,12914.018065589227,0.0009278832585550845,1575420030,,,,0,,6,,39.817447662353516,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,33,0.0,85026,146071912948864,21,36.8961067199707,-49.55984108881589,0.15,25,-1200.1626984808468,0.002037325408309698,1575420030,,,,0,,6,,32.986106872558594,-4.569301381707191,1.5000000237487257,-4.569301381707191,1.5000000237487257,C,665838412252000
Raw,1701102853999,28565000000,,,-1385138043434895375,0.0,6.038292884174779,,,194,3,0.0,84003,146071912791462,11,31.863523483276367,-111.02687403888103,0.6871682251247746,16,-3159.131602441058,340282346638528860000000000000000000000,1176450050,,,,0,,6,,28.10352325439453,-7.339869625866411,8.171281927711767,-7.339869625866411,1.5000000237487257,Q,665838412252000
